Compound_identifier,original_name,clean_name,cid
C2101,"2,6-dimethyl-5-heptenal (melonal)","2,6-dimethyl-5-heptenal (melonal)",NA
C2102,"2,6-dimethyl-heptan-1,6-dien","2,6-dimethyl-heptan-1,6-dien",NA
C2103,"2,6-dimethyl-l,3(e),5(e),7-octatetraene","2,6-dimethyl-l,3(E),5(E),7-octatetraene",NA
C2104,"2,6-dimethyl-p-cymene","2,6-dimethyl-p-cymene",NA
C2105,"2,6-dimethyl benzaldehyde","2,6-dimethyl benzaldehyde",NA
C2106,"2,6-dimethyl phenol","2,6-dimethyl phenol",NA
C2107,"2,6-dimethylcyclohexanol","2,6-dimethylcyclohexanol",NA
C2108,"2,6-dimethylheptane","2,6-dimethylheptane",NA
C2109,"2,6-dimethylnaphthalene","2,6-dimethylnaphthalene",NA
C2110,"2,6-dimethyloctane","2,6-dimethyloctane",NA
C2111,"2,6-dimethylphenol","2,6-dimethylphenol",NA
C2112,"2,6-dimethylpyrazine","2,6-dimethylpyrazine",NA
C2113,"2,6-dimethylundecane","2,6-dimethylundecane",NA
C2114,"2,6,10-dodecatrien-1-ol 3,7,11-trimethylacetate","2,6,10-dodecatrien-1-ol 3,7,11-trimethylacetate",NA
C2115,"2,6,10,14-tetramethylhexadecane","2,6,10,14-tetramethylhexadecane",NA
C2116,"2,6,10,14-tetramethylpentadecane","2,6,10,14-tetramethylpentadecane",NA
C2117,"2,6,6-trimethyl-2-cyclohexene-1,4-dione","2,6,6-trimethyl-2-cyclohexene-1,4-dione",NA
C2118,"2,6,6-trimethyl-2-vinyltetrahydropyran","2,6,6-trimethyl-2-vinyltetrahydropyran",NA
C2119,"2,6,9-humulatriene","2,6,9-humulatriene",NA
C2120,"2,7-dimethyl-2,6-octadiene","2,7-dimethyl-2,6-octadiene",NA
C2121,"2,7-dimethyl-oct-4(z)-ene-2,7-diol","2,7-dimethyl-oct-4(Z)-ene-2,7-diol",NA
C2122,"2,7(14),10-bisabolatriene","2,7(14),10-bisabolatriene",NA
C136,22-beta-hydroxyoleanonic acid,22-beta-hydroxyoleanonic acid,NA
C2123,"2alpha-acetoxyamorpha-4,7(11)-diene","2alpha-acetoxyamorpha-4,7(11)-diene",NA
C2124,2z-heptenyl acetate,2z-heptenyl acetate,NA
C2125,"2z,6e-dodecadienal","2z,6e-dodecadienal",NA
C2126,3-(e)-hexen-1-ol,3-(E)-hexen-1-ol,NA
C2127,3-(e)-hexen-1-olc,3-(E)-hexen-1-olc,NA
C2128,"3-(z)-butylidene-4,5,6,7-tetrahydro -cis-6,7-dihydroxyphthalide","3-(Z)-butylidene-4,5,6,7-tetrahydro-cis-6,7-dihydroxyphthalide",NA
C2129,3-(z)-butylidenephthalide,3-(Z)-butylidenephthalide,NA
C2130,3-(z)-hexenylacetate,3-(Z)-hexenylacetate,NA
C2131,3-(z)-tetradecene,3-(Z)-tetradecene,NA
C2132,3-6-dihydrochamazulene,3-6-dihydrochamazulene,NA
C2134,3-allyl-6-methoxyphenolt,3-allyl-6-methoxyphenolt,NA
C2135,"3-alpha-acetoxyamorpha-4,7(11)-diene","3-alpha-acetoxyamorpha-4,7(11)-diene",NA
C2136,3-alpha-hydroxy-manol,3-alpha-hydroxy-manol,NA
C2137,3-benzylpropanal,3-benzylpropanal,NA
C2138,3-beta-hydroxy-alpha-muurolene,3-beta-hydroxy-alpha-muurolene,NA
C2142,3-butenyl isothiocynate,3-butenyl isothiocynate,NA
C2145,3-cis-cembrene a,3-cis-cembrene a,NA
C2152,"3-ethyl-1,4-pentadiene","3-ethyl-1,4-pentadiene",NA
C2153,"3-ethyl-2,5-dimethylpyrazine","3-ethyl-2,5-dimethylpyrazine",NA
C166,"3-ethyl-3,5-dimethylpyrazine","3-ethyl-3,5-dimethylpyrazine",NA
C2154,3-ethyl-4-methyl-pentan-1-ol,3-ethyl-4-methyl-pentan-1-ol,NA
C2156,3-ethyl-6-methoxy-2-naphtol,3-ethyl-6-methoxy-2-naphtol,NA
C2157,3-ethyldibenzothiophene,3-ethyldibenzothiophene,NA
C2168,3-hydro-farnesol,3-hydro-farnesol,NA
C2170,"3-hydroxy-4,4-dimethyl-2-(3h)-furanone","3-hydroxy-4,4-dimethyl-2-(3h)-furanone",NA
C2172,3-hydroxylongifolaldehyde,3-hydroxylongifolaldehyde,NA
C2173,3-hydroxymethylcarvacrol,3-hydroxymethylcarvacrol,NA
C2174,3-isothujopsanone,3-isothujopsanone,NA
C2175,3-lsopropenyl-6-oxoheptanoicacid,3-lsopropenyl-6-oxoheptanoicacid,NA
C2176,"3-lsopropenylpentane-1,5-dioic acid","3-lsopropenylpentane-1,5-dioic acid",NA
C2181,3-methoxymethylsalicylate,3-methoxymethylsalicylate,NA
C2183,3-methy-2-butenol,3-methy-2-butenol,NA
C2184,3-methyl-1-(1-methylethyl)-cyclohexane,3-methyl-1-(1-methylethyl)-cyclohexane,NA
C2187,3-methyl-1-phenyl-1h-pyrazole + alpha-methylbenzyl-cyanide,3-methyl-1-phenyl-1h-pyrazole + alpha-methylbenzyl-cyanide,NA
C2188,3-methyl-2-(5h)-furanone,3-methyl-2-(5h)-furanone,NA
C2195,3-methyl-2-butenol (prenol),3-methyl-2-butenol (prenol),NA
C2197,3-methyl-2-butenylisovalerate,3-methyl-2-butenylisovalerate,NA
C2200,3-methyl-2(2-methylbutenyl)furan,3-methyl-2(2-methylbutenyl)furan,NA
C2205,3-methyl-3-butenyl-isovalerate,3-methyl-3-butenyl-isovalerate,NA
C2207,3-methyl-5-butyl-2-(3h)-furanone,3-methyl-5-butyl-2-(3h)-furanone,NA
C2208,3-methyl-6-(1-isopropyl)-cyclohexene (terpinolene isomer),3-methyl-6-(1-isopropyl)-cyclohexene (terpinolene isomer),NA
C2212,3-methyl oct-2-ene,3-methyl oct-2-ene,NA
C2213,3-methylamyl angelate,3-methylamyl angelate,NA
C2215,3-methylamyl valerate,3-methylamyl valerate,NA
C2223,3-methylbutyl-3-methyl butyrate,3-methylbutyl-3-methyl butyrate,NA
C2228,3-methylbutyl isothiocynate,3-methylbutyl isothiocynate,NA
C2229,3-methylbutyl octane,3-methylbutyl octane,NA
C2236,3-methylhep-3-ene,3-methylhep-3-ene,NA
C2248,3-methylthiopropyl isothiocynate,3-methylthiopropyl isothiocynate,NA
C2251,3-nonanal,3-nonanal,NA
C2258,3-octen-3-ol,3-octen-3-ol,NA
C2260,3-octenylacetate,3-octenylacetate,NA
C2261,3-octylacetate,3-octylacetate,NA
C2262,3-oxdelta-p-menth-1-en-7-al,3-oxdelta-p-menth-1-en-7-al,NA
C2263,3-oxdelta-p-menth-1-en-7-ol,3-oxdelta-p-menth-1-en-7-ol,NA
C2264,"3-oxo-7,8-dihydro-alpha-ionone","3-oxo-7,8-dihydro-alpha-ionone",NA
C2266,3-oxo-beta-ionone,3-oxo-beta-ionone,NA
C2273,3-phenyl-1-propylacetate,3-phenyl-1-propylacetate,NA
C2278,3-phenylpropoanal,3-phenylpropoanal,NA
C2280,3-phenylpropylacetate,3-phenylpropylacetate,NA
C2284,3-thujene-10-al,3-thujene-10-al,NA
C2285,3-thujy alcohol,3-thujy alcohol,NA
C2289,"3(e)-4,8-dimethylnone-1,3,7-triene","3(E)-4,8-dimethylnone-1,3,7-triene",NA
C2290,"3(e),7(e)-4,8,12-trimethyltrideca-1,3,7,11-tetraene","3(E),7(E)-4,8,12-trimethyltrideca-1,3,7,11-tetraene",NA
C2291,"3,-15,7(14)-caryophylladien-6-ol","3,-15,7(14)-caryophylladien-6-ol",NA
C2292,"3,24-dioxours-12-en-28-oic acid","3,24-dioxours-12-en-28-oic acid",NA
C2293,"3,3-dimethylhexanal","3,3-dimethylhexanal",NA
C2294,"3,3-dimethylpentane","3,3-dimethylpentane",NA
C2295,"3,3,4-trimetylbenzaldehyde","3,3,4-trimetylbenzaldehyde",NA
C2296,"3,3,5-trimethyl-1,5-heptadiene","3,3,5-trimethyl-1,5-heptadiene",NA
C2297,"3,3,5-trimethylcyclohexane","3,3,5-trimethylcyclohexane",NA
C2298,"3,3,5-trimethylhept-1,5-dien","3,3,5-trimethylhept-1,5-dien",NA
C2299,"3,3,5,5,8,8-hexamethyl-7-oxabicyclo(4.3.0)non-1(6)-ene-2,4-dione","3,3,5,5,8,8-hexamethyl-7-oxabicyclo(4.3.0)non-1(6)-ene-2,4-dione",NA
C2300,"3,4-dehydro-b-lonone","3,4-dehydro-b-lonone",NA
C2301,"3,4-dihydro-8-hydroxy-3-methyl-1h-2-benzopyran-1-one","3,4-dihydro-8-hydroxy-3-methyl-1h-2-benzopyran-1-one",NA
C2302,"3,4-dihydro-8-hydroxy-3-methylliscocoumarin","3,4-dihydro-8-hydroxy-3-methylliscocoumarin",NA
C2303,"3,4-dimethoxyacetophenone","3,4-dimethoxyacetophenone",NA
C2304,"3,4-dimethoxybenzaldehyde","3,4-dimethoxybenzaldehyde",NA
C163,"3,4-dimethyl-1,5-heptadiene","3,4-dimethyl-1,5-heptadiene",NA
C2305,"3,4-dimethyl-2-oxa-bicyclo(2.2.2)oct-3-yl)-methanol","3,4-dimethyl-2-oxa-bicyclo(2.2.2)oct-3-yl)-methanol",NA
C2306,"3,4-dimethyl-5-pentyl-5h-furan-2-one","3,4-dimethyl-5-pentyl-5h-furan-2-one",NA
C2307,"3,4-dimethyl-5-pentyliden-2(5h)-furanone","3,4-dimethyl-5-pentyliden-2(5h)-furanone",NA
C164,"3,4-dimethyl-5-pentylidene-2(5h)-furanone","3,4-dimethyl-5-pentylidene-2(5h)-furanone",NA
C2308,"3,4,4-trimethyl-2-cyclohexen-1-one","3,4,4-trimethyl-2-cyclohexen-1-one",NA
C2309,"3,5-dimethoxytoluene","3,5-dimethoxytoluene",NA
C2310,"3,5-dimethyl-2-(1-propenyl)-pyrazine","3,5-dimethyl-2-(1-propenyl)-pyrazine",NA
C2311,"3,5-dimethyl anisole","3,5-dimethyl anisole",NA
C2312,"3,5-nonadiyne","3,5-nonadiyne",NA
C2313,"3,5-octadien-2-one","3,5-octadien-2-one",NA
C2314,"3,5-octadienone","3,5-octadienone",NA
C2315,"3,5-octadiyne","3,5-octadiyne",NA
C2316,"3,5,5-trimethyl-2-cyclohexanone","3,5,5-trimethyl-2-cyclohexanone",NA
C2317,"3,5,5-trimethyl-2-cyclopenten-1-one","3,5,5-trimethyl-2-cyclopenten-1-one",NA
C2318,"3,5,5-trimethylcyclohexanone","3,5,5-trimethylcyclohexanone",NA
C2319,"3,6-dihydrochamazulene","3,6-dihydrochamazulene",NA
C2320,"3,6-dimethylhexahydrobenzofuran","3,6-dimethylhexahydrobenzofuran",NA
C2321,"3,6,6-trimethyl-2-norpinene","3,6,6-trimethyl-2-norpinene",NA
C2322,"3,6,6,9-bisepoxyfarnesa-l,7(14),10-triene","3,6,6,9-bisepoxyfarnesa-l,7(14),10-triene",NA
C2323,"3,7-dimethyl-1-octene-3,7-diol","3,7-dimethyl-1-octene-3,7-diol",NA
C2324,"3,7-dimethyl-1,5-octadien-3,7-diol","3,7-dimethyl-1,5-octadien-3,7-diol",NA
C2325,"3,7-dimethyl-1,5-octadiene-3,7-diol","3,7-dimethyl-1,5-octadiene-3,7-diol",NA
C2326,"3,7-dimethyl-1,5,7-octatrien-3-ol","3,7-dimethyl-1,5,7-octatrien-3-ol",NA
C2327,"3,7-dimethyl-2,6-ocbutanoic acid","3,7-dimethyl-2,6-ocbutanoic acid",NA
C2328,"3,7-Dimethyl-2,6-octadienal","3,7-Dimethyl-2,6-octadienal",NA
C2329,"3,7-dimethyl-l,5,7-octatrien-3-ol","3,7-dimethyl-l,5,7-octatrien-3-ol",NA
C2330,"3,7-dimethyloct-1,5-dien-3,7-diol","3,7-dimethyloct-1,5-dien-3,7-diol",NA
C2331,"3,7-dimethylocta-1,7-dien-3,6-diol","3,7-dimethylocta-1,7-dien-3,6-diol",NA
C2332,"3,7-dimethyloctan-2-one","3,7-dimethyloctan-2-one",NA
C2333,"3,7-guaiadien","3,7-guaiadien",NA
C2334,"3,7-guaiadiene","3,7-guaiadiene",NA
C2335,"3,7-selinadiene","3,7-selinadiene",NA
C2336,"3,7,11 -trimethyl-1,6,10-dodecatrien-3-ol","3,7,11-trimethyl-1,6,10-dodecatrien-3-ol",NA
C2337,"3,7,11,15-tetramethyl-2-hexadecane","3,7,11,15-tetramethyl-2-hexadecane",NA
C2338,"3,7,1l,15-tetramethyl-hexadecene r","3,7,1l,15-tetramethyl-hexadecene r",NA
C2339,"3,9-epoxy-mentha-1,8(10)-diene","3,9-epoxy-mentha-1,8(10)-diene",NA
C2340,37-guaiadiene,3?7-guaiadiene,NA
C2341,"4-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-2-butanone","4-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-2-butanone",NA
C2342,4-(4'-methyl-3'-pentenyl)-3-cyclohexenylpentyl ketone,4-(4'-methyl-3'-pentenyl)-3-cyclohexenylpentyl ketone,NA
C2344,4-(4-methylphenyl)-pentanal,4-(4-methylphenyl)-pentanal,NA
C2345,4-acetyl-1-methylcyclohexane,4-acetyl-1-methylcyclohexane,NA
C2347,4-alpha-copaenol,4-alpha-copaenol,NA
C2348,4-alpha-hydroxygermacralpha-1-(10)-5-diene,4-alpha-hydroxygermacralpha-1-(10)-5-diene,NA
C2349,4-alpha-methoxyacetophenone,4-alpha-methoxyacetophenone,NA
C2350,"4-beta-h,10-alpha-h-guaia-1(5),6-diene","4-beta-h,10-alpha-h-guaia-1(5),6-diene",NA
C2351,"4-beta-h,5-beta-h-cis-eudesm-6-en-11-ol","4-beta-h,5-beta-h-cis-eudesm-6-en-11-ol",NA
C2352,4-butylidenephthalide,4-butylidenephthalide,NA
C2353,4-cuprenen-1-ol,4-cuprenen-1-ol,NA
C2354,4-dehydroviridiflorol,4-dehydroviridiflorol,NA
C2355,4-epi-acorenone,4-epi-acorenone,NA
C2356,4-epi-alpha-terpineol,4-epi-alpha-terpineol,NA
C2357,4-epi-beta-terpineol,4-epi-beta-terpineol,NA
C2359,4-epiabietal,4-epiabietal,NA
C2360,"4-ethyl-1,2-dimethylbenzene","4-ethyl-1,2-dimethylbenzene",NA
C2362,4-ethylguaicol,4-ethylguaicol,NA
C2364,4-furfural,4-furfural,NA
C2367,4-hexenylacetate,4-hexenylacetate,NA
C2368,4-hydoxyacetophenone,4-hydoxyacetophenone,NA
C182,4-hydroxy-2-methyl acetophenone,4-hydroxy-2-methyl acetophenone,NA
C2370,"4-hydroxy-3,4-dihydrocalacorene (isomer i)","4-hydroxy-3,4-dihydrocalacorene (isomer i)",NA
C2371,"4-hydroxy-3,4-dihydrocalacorene (isomer ii)","4-hydroxy-3,4-dihydrocalacorene (isomer ii)",NA
C2373,"4-hydroxy-8,9-didehydrothymoldimethylether","4-hydroxy-8,9-didehydrothymoldimethylether",NA
C2374,4-hydroxy-9-epi-beta-caryophyllene,4-hydroxy-9-epi-beta-caryophyllene,NA
C2375,4-hydroxy-alpha-p-dimethyl-cyclohexanemethanol,4-hydroxy-alpha-p-dimethyl-cyclohexanemethanol,NA
C2377,4-hydroxy phenol,4-hydroxy phenol,NA
C2378,4-hydroxycarvotanacetone,4-hydroxycarvotanacetone,NA
C2379,4-hydroxycryptone,4-hydroxycryptone,NA
C2382,4-hydroxythymoldimethylether,4-hydroxythymoldimethylether,NA
C2383,4-hydrxypiperitone,4-hydrxypiperitone,NA
C2384,4-isopropenylcyclohex-2-enone,4-isopropenylcyclohex-2-enone,NA
C2385,4-isopropyl-2-cyclohexanone,4-isopropyl-2-cyclohexanone,NA
C2386,4-isopropyl-6-methyl-1-tetralone,4-isopropyl-6-methyl-1-tetralone,NA
C184,"4-isopropyl-6-methyl-1,2,3,4-tetrahydronaphthalen-1-one","4-isopropyl-6-methyl-1,2,3,4-tetrahydronaphthalen-1-one",NA
C2387,4-isopropylcyclohexenone,4-isopropylcyclohexenone,NA
C2391,4-keto-isophorone,4-keto-isophorone,NA
C2393,4-lsopropylphenol,4-lsopropylphenol,NA
C2398,4-methoxydiphenyl,4-methoxydiphenyl,NA
C2399,4-methoxymethylsalicylate,4-methoxymethylsalicylate,NA
C2404,4-methoxysafrole (sarisan),4-methoxysafrole (sarisan),NA
C2405,4-methyl-1-(1-methylethyl)-cyclohexane,4-methyl-1-(1-methylethyl)-cyclohexane,NA
C2406,4-methyl-1-(2.3.4.5-tetrahydro-5-methyl[2.3'-bifuran]-5-yl)-2-pentanone,4-methyl-1-(2.3.4.5-tetrahydro-5-methyl[2.3'-bifuran]-5-yl)-2-pentanone,NA
C2408,4-methyl-2-(3-methyl-2-butenyl)-furan,4-methyl-2-(3-methyl-2-butenyl)-furan,NA
C185,4-methylene-isophorone,4-methylene-isophorone,NA
C2421,4-methylhexyl 2-methylbutyrate,4-methylhexyl 2-methylbutyrate,NA
C2424,4-methylpentanitrile,4-methylpentanitrile,NA
C2426,4-methylpentyl-2-methylbutyrate,4-methylpentyl-2-methylbutyrate,NA
C2427,4-methylpentyl isothiocynate,4-methylpentyl isothiocynate,NA
C186,4-methylpentylisothiocynate,4-methylpentylisothiocynate,NA
C2428,4-methylpentylisovalerate,4-methylpentylisovalerate,NA
C187,4-methylthiobutyl isothiocynate,4-methylthiobutyl isothiocynate,NA
C2436,"4-oxo-2,6-dimethylocta-2,7-diene","4-oxo-2,6-dimethylocta-2,7-diene",NA
C2437,"4-oxo-7,8-dihydro-beta-ionol","4-oxo-7,8-dihydro-beta-ionol",NA
C2440,4-pentanylisothiocynate,4-pentanylisothiocynate,NA
C2441,4-pentenylacetate,4-pentenylacetate,NA
C2442,4-pentenylpropionate,4-pentenylpropionate,NA
C2450,4-phenylphenyl-2-propenalyl ketone,4-phenylphenyl-2-propenalyl ketone,NA
C2452,4-thujen-2-alpha-yl acetate,4-thujen-2-alpha-yl acetate,NA
C2453,4-thujen-2-alpha-ylacetate,4-thujen-2-alpha-ylacetate,NA
C2454,4-tridecen-6-yne,4-tridecen-6-yne,NA
C2459,4(15)-bourbonene,4(15)-bourbonene,NA
C2460,4(15)-cubebene,4(15)-cubebene,NA
C2462,"4,11-selinadiene","4,11-selinadiene",NA
C180,"4,3,4-trimetylbenzaldehyde","4,3,4-trimetylbenzaldehyde",NA
C2464,"4,4 ? dimethyl ? 3 ? (3 ? methyl but -","4,4-dimethyl-3-(3-methyl but-",NA
C2463,"4,4-dimethylbut-2-enolide","4,4-dimethylbut-2-enolide",NA
C2465,"4,4,6-trimethyl-2-cyclohexen-1-one","4,4,6-trimethyl-2-cyclohexen-1-one",NA
C2466,"4,5-di-epi-aristolochene","4,5-di-epi-aristolochene",NA
C2467,"4,6-decadien","4,6-decadien",NA
C2468,"4,7-dimethyl-1-tetralone","4,7-dimethyl-1-tetralone",NA
C2469,"4,8-beta-epoxy-caryophyllane","4,8-beta-epoxy-caryophyllane",NA
C2470,"4,8-dimethyl-1,3-(e)-7-nonatriene","4,8-dimethyl-1,3-(E)-7-nonatriene",NA
C2471,"4,8-dimethyl-1,3,7-nonatriene","4,8-dimethyl-1,3,7-nonatriene",NA
C2472,"4,8-dimethylnona-1,3,7-triene","4,8-dimethylnona-1,3,7-triene",NA
C2473,"4,8-epoxyterpinolene","4,8-epoxyterpinolene",NA
C2474,"4,8,12-trimethyl-1,3-(e)-7-(e)-11-tridecatetraene","4,8,12-trimethyl-1,3-(E)-7-(E)-11-tridecatetraene",NA
C2475,"4,8,13-duvatriene-1,3-diol","4,8,13-duvatriene-1,3-diol",NA
C2476,"4,9-muuroladien","4,9-muuroladien",NA
C2477,"4a-alpha,7-alpha,7a-alpha-nepetalactone","4a-alpha,7-alpha,7a-alpha-nepetalactone",NA
C2478,"4a-alpha,7-alpha,7a-beta-nepetalactone","4a-alpha,7-alpha,7a-beta-nepetalactone",NA
C2479,"4a-alpha,7-beta,7a-alpha-nepetalactone","4a-alpha,7-beta,7a-alpha-nepetalactone",NA
C2480,"4a-beta,7-alpha,7a-alpha-nepetalactone","4a-beta,7-alpha,7a-alpha-nepetalactone",NA
C181,"4a-beta,7-alpha,7a-beta-nepetalactone","4a-beta,7-alpha,7a-beta-nepetalactone",NA
C2482,"5-(3-buten-1-ynyl)-2,2-bithiophene","5-(3-buten-1-ynyl)-2,2?-bithiophene",NA
C190,"5-(3-furyl),2-methyl-1-penten-3-ol","5-(3-furyl),2-methyl-1-penten-3-ol",NA
C2483,"5-(3-furyl),2-methyl-1-penten-3-one","5-(3-furyl),2-methyl-1-penten-3-one",NA
C2484,"5-(furyl),2-methyl-3-penten-2-ol","5-(furyl),2-methyl-3-penten-2-ol",NA
C2485,5-3-hexenyl benzoate,5-3-hexenyl benzoate,NA
C2486,"5-azulenemethanol-1,2,3,4,5,6,7,8-octahydro-alpha,alpha,3,8-tetramethyl","5-azulenemethanol-1,2,3,4,5,6,7,8-octahydro-alpha,alpha,3,8-tetramethyl",NA
C2487,"5-beta-caryophylla-4(14),8(15)-diene","5-beta-caryophylla-4(14),8(15)-diene",NA
C2488,5-beta-hydroxy-alpha-caryophyllene,5-beta-hydroxy-alpha-caryophyllene,NA
C2491,5-epi-7-epi-alpha-eudesmol,5-epi-7-epi-alpha-eudesmol,NA
C2492,5-epi-aristochene,5-epi-aristochene,NA
C2494,5-epi-neointermedeol,5-epi-neointermedeol,NA
C191,5-epi-paradisiol,5-epi-paradisiol,NA
C2496,5-furfural,5-furfural,NA
C2497,5-guaien-11-ol,5-guaien-11-ol,NA
C2499,5-heptanone,5-heptanone,NA
C2502,5-hydroxycalamenene,5-hydroxycalamenene,NA
C2505,5-iso-cedranol,5-iso-cedranol,NA
C2506,"5-methoxy-2,2-dimethylindan-1-one","5-methoxy-2,2-dimethylindan-1-one",NA
C2507,"5-methoxy-2,3-dimethylphenol","5-methoxy-2,3-dimethylphenol",NA
C2508,5-methyl-(e)-3-hexen-2-one,5-methyl-(E)-3-hexen-2-one,NA
C2510,5-methyl-2-furancarbozaldehyde,5-methyl-2-furancarbozaldehyde,NA
C2512,5-methyl-2-hexanal,5-methyl-2-hexanal,NA
C2521,5-methylhexanitrile,5-methylhexanitrile,NA
C2522,5-methylhexyl-2-methylbutyrate,5-methylhexyl-2-methylbutyrate,NA
C2523,5-methylpentyl nitrile,5-methylpentyl nitrile,NA
C2524,5-methylthiobutyl nitrile,5-methylthiobutyl nitrile,NA
C2525,5-methylthiopentanitrile,5-methylthiopentanitrile,NA
C2526,5-methylthiopentyl isothiocynate,5-methylthiopentyl isothiocynate,NA
C2527,5-neo-cedranol,5-neo-cedranol,NA
C2528,5-oxosiliphiperfol-6-ene,5-oxosiliphiperfol-6-ene,NA
C2529,"5-phenyl-l,3-pentadiyne","5-phenyl-l,3-pentadiyne",NA
C193,5-undecanole,5-undecanole,NA
C2533,5(e)-tetradecene,5(E)-tetradecene,NA
C2534,"5(e),9(e)-farnesylacetone","5(E),9(E)-farnesylacetone",NA
C2535,"5,3,4-trimetylbenzaldehyde","5,3,4-trimetylbenzaldehyde",NA
C2536,"5,5-dimethyl-2(5h)-furanone","5,5-dimethyl-2(5h)-furanone",NA
C2537,"5,6-dihydrochamazulene","5,6-dihydrochamazulene",NA
C2538,"5,6,7,7a-tetrahydro-4,4,7a-trimethyl-2(4h)-benzofuranone","5,6,7,7a-tetrahydro-4,4,7a-trimethyl-2(4h)-benzofuranone",NA
C2539,"5,6,7,8-tetrahydro,3-methoxy,8,8-dimethyl,1,4-phenthrenedione","5,6,7,8-tetrahydro,3-methoxy,8,8-dimethyl,1,4-phenthrenedione",NA
C2540,"5,8,11-tetradecatrien-2-one","5,8,11-tetradecatrien-2-one",NA
C2541,"5,9-dimethyl-2-decanone","5,9-dimethyl-2-decanone",NA
C2542,"5-methyl-5-(but-3-en-1-ynyl)-2,2-bitiophene","5?-methyl-5-(but-3-en-1-ynyl)-2,2?-bitiophene",NA
C2543,"6-(1'-hydroxyethyl)-2,2,dimethylchromene","6-(1'-hydroxyethyl)-2,2,dimethylchromene",NA
C2544,"6-(1'-hydroxyethyl)-7-methoxy-2,2-dimethylchromene","6-(1'-hydroxyethyl)-7-methoxy-2,2-dimethylchromene",NA
C2545,"6-(10-hydroxylethyl)-7-methoxy-2,2-dimethychromene","6-(10-hydroxylethyl)-7-methoxy-2,2-dimethychromene",NA
C2546,"6-alpha-hydroxy-germacralpha-1(10),4-diene","6-alpha-hydroxy-germacralpha-1(10),4-diene",NA
C2547,"6-alpha-hydroxygermacra-1(10),4-dien and isomer","6-alpha-hydroxygermacra-1(10),4-dien and isomer",NA
C195,"6-alpha-hydroxygermacra-1(10),4-diene","6-alpha-hydroxygermacra-1(10),4-diene",NA
C2548,6-cadinene,6-cadinene,NA
C2551,6-campholenone,6-campholenone,NA
C2552,6-camphonone,6-camphonone,NA
C2553,"6-epi-6,9-epoxyfarnesa-l,7(14),10-trien-3-ol + 3,6-diepi-6,9-epoxyfarnesa-1,7(14),10-trien-3-ol","6-epi-6,9-epoxyfarnesa-l,7(14),10-trien-3-ol + 3,6-diepi-6,9-epoxyfarnesa-1,7(14),10-trien-3-ol",NA
C2556,"6-ethenyltetrahydro-2,2,6-trimethyl-2h-pyran-3(4h)-one","6-ethenyltetrahydro-2,2,6-trimethyl-2h-pyran-3(4h)-one",NA
C196,"6-hydroxy-2,2,6-trimethyl-cyclohexanone","6-hydroxy-2,2,6-trimethyl-cyclohexanone",NA
C2559,"6-isopropenyl-4,8a-dimethyl-","6-isopropenyl-4,8a-dimethyl-",NA
C2560,6-isopropyl-6-methyl-1-tetralone,6-isopropyl-6-methyl-1-tetralone,NA
C2561,"6-methoxy-8,9-didehydrothymol isobutyrate","6-methoxy-8,9-didehydrothymol isobutyrate",NA
C2564,6-methoxythymolisobutyrate,6-methoxythymolisobutyrate,NA
C198,"6-methyl-3,5-heptadien-2-one","6-methyl-3,5-heptadien-2-one",NA
C2569,6-methyl-5-(3-methylphenyl)-2-heptanone,6-methyl-5-(3-methylphenyl)-2-heptanone,NA
C2570,6-methyl-5-heptadien-2-one,6-methyl-5-heptadien-2-one,NA
C2571,6-methyl-5-heptanone,6-methyl-5-heptanone,NA
C2572,6-methyl-5-hepten-2-one (sulcatone),6-methyl-5-hepten-2-one (sulcatone),NA
C2574,6-methyl-delta-hepten-2-one,6-methyl-delta-hepten-2-one,NA
C2576,6-methyl heptenone,6-methyl heptenone,NA
C2577,"6-methylhepta-3,5-dien-2-one","6-methylhepta-3,5-dien-2-one",NA
C201,"6-metyl-3,5-heptadien-2-one","6-metyl-3,5-heptadien-2-one",NA
C2582,"6-phenyl-2,4-hexadiyne","6-phenyl-2,4-hexadiyne",NA
C2584,6-phernyltridecane,6-phernyltridecane,NA
C2585,6-rnethyl-5-hepten-2-one,6-rnethyl-5-hepten-2-one,NA
C2586,6-shogoal,6-shogoal,NA
C2587,"6-vinyl-7-methoxy-2,2-dimethylchromene","6-vinyl-7-methoxy-2,2-dimethylchromene",NA
C2588,6-vinyl-dimethoxyageratochromene,6-vinyl-dimethoxyageratochromene,NA
C2589,"6(e),8(e)-heptadecadiene","6(E),8(E)-heptadecadiene",NA
C2590,"6,10-dimethyl-2-undecanone","6,10-dimethyl-2-undecanone",NA
C2591,"6,10-epoxybisabol-2-en-12-al","6,10-epoxybisabol-2-en-12-al",NA
C2592,"6,10-epoxybisabol-3-en-12-al","6,10-epoxybisabol-3-en-12-al",NA
C2593,"6,10,10-trimethyl-11-oxatricyclo-[7.2.1.0]dodscane-2-carbaldehyde","6,10,10-trimethyl-11-oxatricyclo-[7.2.1.0]dodscane-2-carbaldehyde",NA
C2594,"6,10,14-trimethyl-2-pentadecanone","6,10,14-trimethyl-2-pentadecanone",NA
C2595,"6,10,14-trimethyl-2-pentadecaonone","6,10,14-trimethyl-2-pentadecaonone",NA
